apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Ada rilis {} baru untuk aplikasi berikut
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,Tidak dapat membuka {0} ketika ada dokumen yang terbuka
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,Tabel {0} tidak boleh kosong
DocType: SMS Parameter,Parameter,Parameter
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,Gambar
DocType: Activity Log,Reference Owner,Pemilik Referensi
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,"Unit terkecil pecahan beredar (koin). Misalnya 1 sen dan harus dimasukkan sebagai 0,01"
DocType: Social Login Key,GitHub,GitHub
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}","{0}, Baris {1}"
DocType: DocField,Markdown Editor,Markdown Editor
apps/frappe/frappe/model/document.py,Beginning with,Dimulai dengan
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,Template Impor Data
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,Terjadi kesalahan saat mengatur Default Sesi
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,Induk
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},Kami telah menerima permintaan anda untuk mengunduh data {0} anda yang terkait dengan: {1}
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Jika dicentang, kekuatan Password akan diberlakukan berdasarkan nilai Skor Minimum Password. Nilai 2 adalah medium dan 4 sangat kuat."
DocType: About Us Settings,"""Team Members"" or ""Management""","""Anggota Tim"" atau ""Manajemen"""
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',Standar nilai field jenis 'Check' harus '0' or '1'
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,Kemarin
DocType: Contact,Designation,Penunjukan
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,Tautan Otomatis hanya dapat diaktifkan untuk satu Akun Email.
DocType: Test Runner,Test Runner,Test Runner
DocType: Auto Repeat,Monthly,Bulanan
DocType: Address,Uttarakhand,Uttarakhand
DocType: Email Account,Enable Incoming,Aktifkan Email Masuk
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,Bahaya
DocType: Address,Email Address,Alamat Email
DocType: Workflow State,th-large,th-large
DocType: Communication,Unread Notification Sent,Notifikasi Belum Terbaca Dikirim
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,Ekspor tidak diperbolehkan. Anda perlu peran {0} untuk ekspor.
DocType: Assignment Rule,Automatically Assign Documents to Users,Otomatis Tetapkan Dokumen untuk Pengguna
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,Unpin
DocType: System Settings,In seconds,Dalam detik
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,Batalkan dokumen {0}?
DocType: DocType,Is Published Field,Is Published Field
DocType: GCalendar Settings,GCalendar Settings,Pengaturan GCalendar
DocType: Email Group,Email Group,Kelompok Email
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Kalender Google - Tidak bisa menghapus Event {0} dari Kalender Google, kode kesalahan {1}."
DocType: Event,Pulled from Google Calendar,Diambil dari Kalender Google
DocType: Note,Seen By,Dilihat Oleh
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Tambahkan Beberapa
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,Anda memperoleh beberapa poin energi
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,Gambar Pengguna ada kesalahan.
DocType: Energy Point Log,Reverted,Dikembalikan
DocType: Success Action,First Success Message,Pesan Sukses Pertama
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,Tidak Seperti
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},Nilai yang tidak benar: {0} harus {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","Ubah properti field (hide, readonly, permission, dll)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,Menghargai
DocType: Workflow State,lock,lock
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,Pengaturan untuk halaman Hubungi Kami
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Administrator Logged In
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Pilihan kontak, seperti ""Pertanyaan Penjualan, Pertanyaan Bantuan"" dll, masing-masing pada baris baru atau dipisahkan dengan koma."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,Tambahkan tag...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,Portrait
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Sisipkan
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Izinkan Akses Google Drive
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},Pilih {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,Harap masukkan URL Base
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","If enabled, the document is marked as seen, the first time a user opens it"
DocType: Auto Repeat,Repeat on Day,Ulangi pada Hari
DocType: DocField,Color,Color
DocType: Data Migration Run,Log,Log
DocType: Workflow State,indent-right,indent-right
DocType: Has Role,Has Role,Memiliki Peran
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,Waktu dalam detik untuk mempertahankan gambar QR code di server. Min: <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}:Fieldtype {1} untuk {2} tidak dapat diindeks
DocType: Dashboard Chart,Timespan,Rentang Waktu
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Tautan Web
DocType: Deleted Document,Restored,Dipulihkan
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1 menit yang lalu
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Selain Pengelola Sistem, peran dengan hak Atur Hak Pengguna dapat mengatur akses bagi pengguna lain untuk Jenis Dokumen terkait."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,Konfigurasikan Tema
DocType: Company History,Company History,Sejarah Perusahaan
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,Reset
DocType: Workflow State,volume-up,volume-up
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Webhooks memanggil permintaan API ke web apps
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,Perlihatkan Traceback
DocType: DocType,Default Print Format,Default Print Format
DocType: Workflow State,Tags,Tag
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,Kosong: Akhir Alur Kerja
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","{0} field cannot be set as unique in {1}, as there are non-unique existing values"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,Jenis Dokumen
DocType: Address,Jammu and Kashmir,Jammu dan Kashmir
DocType: Workflow,Workflow State Field,Field Status Alur Kerja
DocType: Language,Guest,Tamu
DocType: DocType,Title Field,Title Field
DocType: Error Log,Error Log,Log Error
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,URL tidak valid
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,7 hari terakhir
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",Pengulangan seperti 'abcabcabc'; hanya sedikit lebih sulit ditebak daripada 'abc'
DocType: Notification,Channel,Melalui
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","Jika anda pikir hal ini tidak sah, silakan ubah password Administrator."
DocType: Data Import Beta,Data Import Beta,Impor Data Beta
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} wajib diisi
DocType: Assignment Rule,Assignment Rules,Aturan Penugasan
DocType: Workflow State,eject,eject
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,Field {0} tidak ditemukan
DocType: Chat Room,Owner,Pemilik
DocType: Assignment Rule,Rule,Aturan
DocType: Communication,Visit,Kunjungan
DocType: LDAP Settings,LDAP Search String,String Pencarian LDAP
DocType: Translation,Translation,Terjemahan
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,Tn.
DocType: OAuth Authorization Code,Client,Client
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,Pilih Kolom
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,Halaman ini telah berubah sejak ditampilkan
DocType: Address,Himachal Pradesh,Himachal Pradesh
DocType: System Settings,"If not set, the currency precision will depend on number format","Jika tidak dicentang, presisi valuta akan tergantung pada format angka"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,Buka Awesomebar
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","Tampaknya ada masalah dengan konfigurasi strip server. Jika terjadi kegagalan, jumlah itu akan dikembalikan ke akun anda."
DocType: Data Import,Import Log,Log Impor
DocType: User Permission,Apply To All Document Types,Berlaku untuk semua Jenis Dokumen
apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,Sertakan slideshow gambar di halaman web.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,Kirim
DocType: Workflow Action Master,Workflow Action Name,Nama Tindakan Alur Kerja
apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType tidak dapat digabungkan
DocType: Web Form Field,Fieldtype,Fieldtype
apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,Bukan file zip
DocType: Global Search DocType,Global Search DocType,DocType Pencarian Global
DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Untuk menambahkan perihal dinamis, gunakan tag jinja seperti 

<div><pre> <code>{{ doc.DocType }} baru #{{ doc.name }}</code> </pre> </div>"
apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","Field wajib harus diisi dalam tabel {0}, Baris {1}"
apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,Kapitalisasi tidak terlalu berguna.
DocType: Error Snapshot,Friendly Title,Judul Sederhana
DocType: Newsletter,Email Sent?,Email Terkirim?
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Ganti Chart
apps/frappe/frappe/desk/form/save.py,Did not cancel,Tidak membatalkan
DocType: Social Login Key,Client Information,Informasi Client
DocType: Workflow State,plus,plus
apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,Login sebagai Guest atau Administrator
DocType: Email Account,UNSEEN,BELUM DIBACA
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,File Manager
DocType: Website Settings,"HTML Header, Robots and Redirects","Header HTML, Robot, dan Redirect"
DocType: GCalendar Account,Refresh Token,Segarkan Token
DocType: Address,Goa,Goa
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,No pending or current jobs for this site
DocType: Webhook,Doc Event,Doc Event
apps/frappe/frappe/public/js/frappe/utils/user.js,You,Anda
DocType: Braintree Settings,Braintree Settings,Pengaturan Braintree
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,Berhasil membuat {0} data.
apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,Simpan Filter
DocType: Print Format,Helvetica,Helvetica
apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},Tidak dapat menghapus {0}
apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,Tautan Verifikasi
apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Bukan Induk Dari
DocType: Address,Jharkhand,Jharkhand
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,Buletin sudah terkirim
apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","Sesi login kadaluarsa, muat ulang halaman untuk mencoba lagi"
DocType: Communication,BCC,BCC
DocType: Unhandled Email,Reason,Alasan
DocType: Email Unsubscribe,Email Unsubscribe,Berhenti Berlangganan Email
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Pilih gambar selebar kira-kira 150px dengan latar belakang transparan untuk hasil terbaik.
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,Tidak ada kegiatan
apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Aplikasi Pihak Ketiga
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,Pengguna pertama akan menjadi Pengelola Sistem (Anda dapat mengubahnya nanti).
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,Anda tidak dapat memberikan poin ulasan untuk diri sendiri
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType harus Submittable untuk Doc Event yang dipilih
DocType: Workflow State,circle-arrow-up,circle-arrow-up
DocType: Email Domain,Email Domain,Domain Email
DocType: Workflow State,italic,italic
DocType: LDAP Group Mapping,ERPNext Role,Peran di Sistem ini
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: Tidak dapat Impor tanpa Create
DocType: SMS Settings,Enter url parameter for message,Masukkan parameter url untuk pesan
apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,Ulang Otomatis dibuat untuk dokumen ini
apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,Lihat laporan di browser anda
apps/frappe/frappe/config/desk.py,Event and other calendars.,Acara dan kalender lainnya.
apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 baris wajib)
apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,Semua isian harus diisi untuk mengirimkan komentar.
DocType: Custom Script,Adds a client custom script to a DocType,Menambahkan skrip kustom client ke DocType
DocType: Print Settings,Printer Name,Nama Printer
DocType: Webhook,Form URL-Encoded,Form URL-Encoded
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,Lebar dapat diatur dalam px atau %.
apps/frappe/frappe/public/js/frappe/form/print.js,Start,Mulai
DocType: Contact,First Name,Nama Depan
DocType: LDAP Settings,LDAP Username Field,Field Pengguna LDAP
apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP tidak diaktifkan.
DocType: Portal Settings,Standard Sidebar Menu,Menu Sidebar Standar
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,Gagal Membuat Dokumen Ulang Otomatis
apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,Tidak dapat menghapus folder Home dan Lampiran
apps/frappe/frappe/config/desk.py,Files,File
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,Akses dapat diberikan kepada Pengguna sesuai Peran masing-masing.
apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,Anda tidak diizinkan mengirim email terkait dokumen ini
apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,Silakan pilih setidaknya 1 kolom dari {0} untuk mengurutkan/mengelompokkan
apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},Tidak diperbolehkan untuk {0}: {1}. Field terbatas: {2}
DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,Centang jika anda menguji pembayaran menggunakan API Sandbox
apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,Anda tidak diizinkan menghapus Tema Website standar
DocType: Data Import,Log Details,Rincian Log
DocType: Workflow Transition,Example,Contoh
DocType: Webhook Header,Webhook Header,Webhook Header
DocType: Access Log,Report Information,Informasi Laporan
DocType: Print Settings,Print Server,Server Cetak
DocType: Workflow State,gift,gift
DocType: Communication,Timeline Links,Tautan Linimasa
DocType: Workflow Action,Completed By,Diselesaikan Oleh
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},Tidak menemukan lampiran {0}
apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,Tidak bisa Hapus
apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,The resource you are looking for is not available
DocType: Chat Profile,Chat Background,Latar Belakang Chat
apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,Tandai Sudah Dibaca
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},Memperbarui {0}
apps/frappe/frappe/core/doctype/report/report.js,Disable Report,Nonaktifkan Laporan
DocType: Translation,Contributed Translation Doctype Name,Nama Kontribusi Dokumen Terjemahan
DocType: PayPal Settings,Redirect To,Alihkan Ke
DocType: Data Migration Mapping,Pull,Pull
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript Format: frappe.query_reports['REPORTNAME'] = {}
DocType: Bulk Update,Bulk Update,Perbarui Massal
DocType: Workflow State,chevron-up,chevron-up
DocType: DocType,Allow Guest to View,Allow Guest to View
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} tidak boleh sama dengan {1}
DocType: Webhook,on_change,on_change
apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,Hapus Item {0} secara permanen?
apps/frappe/frappe/utils/oauth.py,Not Allowed,Tidak Diizinkan
DocType: DocShare,Internal record of document shares,Data internal pembagian dokumen
DocType: Energy Point Settings,Review Levels,Tingkatan Ulasan
DocType: Workflow State,Comment,Komentar
DocType: Data Migration Plan,Postprocess Method,Metode Pascaproses
apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,Memotret
DocType: Assignment Rule,Round Robin,Berurutan
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.","Anda dapat mengubah dokumen yang sudah Submit dengan membatalkannya lebih dahulu, kemudian mengubahnya."
DocType: Data Import,Update records,Perbarui data
apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,Path modul tidak valid
DocType: DocField,Display,Display
DocType: Email Group,Total Subscribers,Jumlah Subscriber
apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},Top {0}
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,Nomor Baris
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.","Jika Peran tidak memiliki akses Tingkat 0, maka tingkat yang lebih tinggi tidak berlaku."
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,Simpan Sebagai
DocType: Comment,Seen,Dilihat
apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,Tampilkan lebih rinci
DocType: System Settings,Run scheduled jobs only if checked,Jalankan jobs terjadwal hanya jika dicentang
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,Akan ditampilkan hanya jika judul bagian diaktifkan
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,Arsip
apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,Unggahan File
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Masukkan field nilai standar (keys) dan nilai-nilainya. Jika anda menambahkan beberapa nilai untuk suatu field, yang pertama yang akan dipakai. Standar ini juga digunakan untuk mengatur ""pencocokan"" aturan izin. Untuk melihat daftar field, lihat di ""Form Kustom""."
DocType: Auto Repeat,Message,Pesan
DocType: Communication,Rating,Rating
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Lebar Cetak field, jika field adalah kolom dalam tabel"
DocType: Dropbox Settings,Dropbox Access Key,Dropbox Access Key
apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,Fieldname <b>{0}</b> salah dalam konfigurasi add_fetch di custom script
apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,Pilih Google Kontak yang kontaknya harus disinkronkan.
DocType: Web Page,Main Section (HTML),Bagian Utama (HTML)
DocType: Workflow State,headphones,headphones
apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,Password diperlukan atau pilih Menunggu Password
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,mis. replies@yourcomany.com. Semua balasan akan masuk ke inbox ini.
DocType: Slack Webhook URL,Slack Webhook URL,URL Webhook Slack
DocType: Data Migration Run,Current Mapping,Pemetaan saat ini
apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,Harus ada email dan nama yang berlaku
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,Jadikan semua lampiran pribadi
DocType: User,Send Notifications for documents followed by me,Kirim Notifikasi untuk dokumen yang saya ikuti
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add User Permissions,Tambahkan Hak Akses Pengguna
DocType: Session Default Settings,Session Default Settings,Pengaturan Default Sesi
DocType: Address,Current,Sekarang
apps/frappe/frappe/config/core.py,Groups of DocTypes,Kelompok DocTypes
DocType: Auto Email Report,XLSX,XLSX
apps/frappe/frappe/templates/emails/password_reset.html,Reset your password,Reset password anda
apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Show Weekends,Tampilkan Akhir Pekan
DocType: Workflow State,remove-circle,remove-circle
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,My Profile,Profil Saya
DocType: Help Article,Beginner,Pemula
DocType: Contact,Is Primary Contact,Adalah Kontak Utama
apps/frappe/frappe/config/website.py,Javascript to append to the head section of the page.,Javascript untuk ditambahkan ke bagian kepala halaman.
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add / Update,Tambah / Perbarui
apps/frappe/frappe/www/printview.py,Not allowed to print draft documents,Tidak diizinkan untuk mencetak draft dokumen
apps/frappe/frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js,Reset to defaults,Kembalikan ke default
DocType: Workflow,Transition Rules,Aturan Transisi
apps/frappe/frappe/public/js/frappe/data_import/import_preview.js,Showing only first {0} rows in preview,Menampilkan hanya {0} baris pertama dalam pratinjau
apps/frappe/frappe/core/doctype/report/report.js,Example:,Contoh:
DocType: Workflow,Defines workflow states and rules for a document.,Menentukan status dan aturan alur kerja untuk dokumen.
DocType: Workflow State,Filter,Filter
apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Check the Error Log for more information: {0},Periksa Log Error untuk informasi lebih lanjut: {0}
apps/frappe/frappe/database/schema.py,Fieldname {0} cannot have special characters like {1},Fieldname {0} tidak dapat memiliki karakter khusus seperti {1}
apps/frappe/frappe/model/workflow.py,Applying: {0},Menerapkan: {0}
apps/frappe/frappe/public/js/frappe/request.js,Internal Server Error,Internal Server Error
apps/frappe/frappe/config/settings.py,Update many values at one time.,Memperbarui banyak nilai sekaligus.
apps/frappe/frappe/model/document.py,Error: Document has been modified after you have opened it,Kesalahan: Dokumen telah berubah setelah anda buka
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,Job,Job
apps/frappe/frappe/core/doctype/activity_log/feed.py,{0} logged out: {1},{0} logout: {1}
