57,DocType: Landed Cost Voucher,MAT-LCV-.YYYY.-,MAT-LCV-.YYYY.-
58,apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Legal,Hukum
59,DocType: Sales Invoice,Transport Receipt Date,Tanggal Nota Transport
60,DocType: Shopify Settings,Sales Order Series,Seri Order Penjualan
61,DocType: Vital Signs,Tongue,Lidah
62,apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,Actual type tax cannot be included in Item rate in row {0},Jenis pajak aktual tidak bisa dimasukkan dalam tarif Produk di baris {0}
63,DocType: Allowed To Transact With,Allowed To Transact With,Diperbolehkan Bertransaksi Dengan
64,DocType: Bank Guarantee,Customer,Pelanggan
65,DocType: Purchase Receipt Item,Required By,Diperlukan Pada
66,DocType: Delivery Note,Return Against Delivery Note,Retur Terhadap Nota Pengiriman
67,DocType: Asset Category,Finance Book Detail,Rincian Buku Keuangan
68,apps/erpnext/erpnext/assets/doctype/asset/asset.py,All the depreciations has been booked,Semua penyusutan telah dibukukan
69,DocType: Purchase Order,% Billed,% Ditagih
70,apps/erpnext/erpnext/hr/report/bank_remittance/bank_remittance.py,Payroll Number,Nomor Penggajian
71,apps/erpnext/erpnext/controllers/sales_and_purchase_return.py,Exchange Rate must be same as {0} {1} ({2}),Kurs harus sama dengan {0} {1} ({2})
72,DocType: Employee Tax Exemption Declaration,HRA Exemption,Pengecualian HRA
73,DocType: Sales Invoice,Customer Name,Nama Pelanggan
74,DocType: Vehicle,Natural Gas,Gas Alam
75,DocType: Project,Message will sent to users to get their status on the project,Pesan akan dikirim ke pengguna untuk mendapatkan status mereka di proyek
76,apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Bank account cannot be named as {0},Akun bank tidak bisa dinamakan sebagai {0}
77,DocType: Employee Tax Exemption Declaration,HRA as per Salary Structure,HRA sesuai Struktur Gaji
78,DocType: Account,Heads (or groups) against which Accounting Entries are made and balances are maintained.,Induk (atau kelompok) terhadap mana Entri Pembukuan dibuat dan saldo diperhitungkan.
79,apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py,Outstanding for {0} cannot be less than zero ({1}),Nilai untuk {0} tidak bisa kurang dari nol ({1})
80,apps/erpnext/erpnext/public/js/controllers/transaction.js,Service Stop Date cannot be before Service Start Date,Tanggal Penghentian Layanan tidak boleh sebelum Tanggal Mulai Layanan
81,DocType: Manufacturing Settings,Default 10 mins,Standar 10 menit
82,DocType: Leave Type,Leave Type Name,Nama Jenis Cuti
83,apps/erpnext/erpnext/templates/pages/projects.js,Show open,Tampilkan Terbuka
84,apps/erpnext/erpnext/setup/doctype/naming_series/naming_series.py,Series Updated Successfully,Nomor Seri Berhasil Diperbarui
85,apps/erpnext/erpnext/templates/includes/cart/cart_dropdown.html,Checkout,Lanjut ke Pembayaran
86,apps/erpnext/erpnext/controllers/accounts_controller.py,{0} in row {1},{0} di baris {1}
87,DocType: Asset Finance Book,Depreciation Start Date,Tanggal Mulai Depresiasi
88,DocType: Pricing Rule,Apply On,Terapkan Pada
89,DocType: Item Price,Multiple Item prices.,Harga Multi Produk
90,,Purchase Order Items To Be Received,Item Order Pembelian Akan Diterima
91,DocType: SMS Center,All Supplier Contact,Semua Kontak Pemasok
92,DocType: Support Settings,Support Settings,Pengaturan Purnajual
93,apps/erpnext/erpnext/accounts/doctype/account/account.py,Account {0} is added in the child company {1},Akun {0} ditambahkan di perusahaan anak {1}
94,apps/erpnext/erpnext/erpnext_integrations/doctype/exotel_settings/exotel_settings.py,Invalid credentials,Kredensial tidak benar
95,apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,ITC Available (whether in full op part),ITC Tersedia (baik dalam bagian op penuh)
96,DocType: Amazon MWS Settings,Amazon MWS Settings,Pengaturan Amazon MWS
97,apps/erpnext/erpnext/erpnext_integrations/doctype/tally_migration/tally_migration.py,Processing Vouchers,Memproses Voucher
98,apps/erpnext/erpnext/utilities/transaction_base.py,Row #{0}: Rate must be same as {1}: {2} ({3} / {4}) ,Baris #{0}: Tarif harus sama dengan {1}: {2} ({3} / {4})
99,,Batch Item Expiry Status,Status Kadaluarsa Barang Batch
100,apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Bank Draft,Bank Draft
101,DocType: Journal Entry,ACC-JV-.YYYY.-,ACC-JV-.YYYY.-
102,apps/erpnext/erpnext/hr/report/monthly_attendance_sheet/monthly_attendance_sheet.py,Total Late Entries,Total Entri Keterlambatan
103,DocType: Mode of Payment Account,Mode of Payment Account,Akun Cara Pembayaran
104,apps/erpnext/erpnext/config/healthcare.py,Consultation,Konsultasi
105,DocType: Accounts Settings,Show Payment Schedule in Print,Tampilkan Jadwal Pembayaran di Cetakan
106,apps/erpnext/erpnext/stock/doctype/item/item.py,Item Variants updated,Varian Barang diperbarui
107,apps/erpnext/erpnext/accounts/report/sales_payment_summary/sales_payment_summary.py,Sales and Returns,Penjualan dan Retur
108,apps/erpnext/erpnext/stock/doctype/item/item.js,Show Variants,Tampilkan Varian
109,DocType: Academic Term,Academic Term,Termin Akademis
110,DocType: Employee Tax Exemption Sub Category,Employee Tax Exemption Sub Category,Sub Kategori Pengecualian Pajak Karyawan
111,apps/erpnext/erpnext/regional/italy/utils.py,Please set an Address on the Company '%s',Masukkan Alamat di Perusahaan '%s'
112,apps/erpnext/erpnext/projects/doctype/project/project_dashboard.py,Material,Material
113,apps/erpnext/erpnext/hr/doctype/employee_benefit_claim/employee_benefit_claim.py,"Maximum benefit of employee {0} exceeds {1} by the sum {2} of benefit application pro-rata component\
			amount and previous claimed amount",Tunjangan maksimum karyawan {0} melebihi {1} sejumlah {2} dari pro-rata nilai komponen pengajuan tunjangan \ ditambah jumlah yang dicairkan sebelumnya
114,DocType: Opening Invoice Creation Tool Item,Quantity,Kuantitas
115,,Customers Without Any Sales Transactions,Pelanggan Tanpa Transaksi Penjualan
116,apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Accounts table cannot be blank.,Tabel akun tidak boleh kosong.
117,DocType: Delivery Trip,Use Google Maps Direction API to calculate estimated arrival times,Gunakan Google Maps Direction API untuk menghitung perkiraan waktu kedatangan
118,apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Loans (Liabilities),Pinjaman (Kewajiban)
119,DocType: Patient Encounter,Encounter Time,Waktu Pertemuan
120,DocType: Staffing Plan Detail,Total Estimated Cost,Total Perkiraan Biaya
121,DocType: Employee Education,Year of Passing,Tahun Kelulusan
122,DocType: Routing,Routing Name,Nama Routing
123,DocType: Item,Country of Origin,Negara Asal
124,DocType: Soil Texture,Soil Texture Criteria,Kriteria Tekstur Tanah
125,apps/erpnext/erpnext/templates/generators/item/item_add_to_cart.html,In Stock,Tersedia
126,apps/erpnext/erpnext/public/js/utils/customer_quick_entry.js,Primary Contact Details,Rincian Kontak Utama
127,apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html,Open Issues,Isu Terbuka
128,DocType: Production Plan Item,Production Plan Item,Item Rencana Produksi
129,DocType: Leave Ledger Entry,Leave Ledger Entry,Entri Buku Cuti
130,apps/erpnext/erpnext/hr/doctype/employee/employee.py,User {0} is already assigned to Employee {1},Pengguna {0} sudah digunakan untuk Karyawan {1}
131,DocType: Lab Test Groups,Add new line,Tambahkan baris baru
132,apps/erpnext/erpnext/utilities/activation.py,Create Lead,Buat Lead
133,DocType: Production Plan,Projected Qty Formula,Rumus Proyeksi Qty
134,apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Health Care,Kesehatan
135,apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py,Delay in payment (Days),Keterlambatan pembayaran (Hari)
136,DocType: Payment Terms Template Detail,Payment Terms Template Detail,Rincian Template Syarat Pembayaran
137,DocType: Hotel Room Reservation,Guest Name,Nama Tamu
138,DocType: Delivery Note,Issue Credit Note,Terbitkan Nota Kredit
139,DocType: Lab Prescription,Lab Prescription,Resep Lab
140,,Delay Days,Hari Penundaan
141,apps/erpnext/erpnext/hr/report/vehicle_expenses/vehicle_expenses.py,Service Expense,Biaya Perbaikan
142,apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Serial Number: {0} is already referenced in Sales Invoice: {1},Nomor Seri: {0} sudah dirujuk dalam Faktur Penjualan: {1}
143,DocType: Bank Statement Transaction Invoice Item,Invoice,Faktur
144,DocType: Employee Tax Exemption Declaration Category,Maximum Exempted Amount,Jumlah Maksimum Pengecualian
145,DocType: Purchase Invoice Item,Item Weight Details,Rincian Berat Item
146,DocType: Asset Maintenance Log,Periodicity,Periode
147,apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py,Fiscal Year {0} is required,Tahun Fiskal {0} harus diisi
148,apps/erpnext/erpnext/accounts/report/profit_and_loss_statement/profit_and_loss_statement.py,Net Profit/Loss,Laba/Rugi Bersih
149,DocType: Employee Group Table,ERPNext User ID,ID Pengguna
150,DocType: Crop Cycle,The minimum distance between rows of plants for optimum growth,Jarak minimum antara deretan tanaman untuk pertumbuhan optimum
151,apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.js,Please select Patient to get prescribed procedure,Pilih Pasien untuk mendapatkan prosedur yang ditetapkan
152,apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Defense,Pertahanan
153,DocType: Salary Component,Abbr,Singkatan
154,DocType: Appraisal Goal,Score (0-5),Skor (0-5)
155,DocType: Tally Migration,Tally Creditors Account,Akun Tally Kreditor
156,apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py,Row {0}: {1} {2} does not match with {3},Baris {0}: {1} {2} tidak cocok dengan {3}
157,apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py,Row # {0}:,Baris #{0}:
158,DocType: Timesheet,Total Costing Amount,Jumlah Total Biaya
159,DocType: Sales Invoice,Vehicle No,Nomor Kendaraan
160,apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py,Please select Price List,Silakan pilih Daftar Harga
161,DocType: Accounts Settings,Currency Exchange Settings,Pengaturan Pertukaran Valuta
162,DocType: Work Order Operation,Work In Progress,Dalam Pengerjaan
163,DocType: Leave Control Panel,Branch (optional),Cabang (opsional)
164,apps/erpnext/erpnext/accounts/doctype/pricing_rule/utils.py,Row {0}: user has not applied rule <b>{1}</b> on the item <b>{2}</b>,Baris {0}: pengguna belum menerapkan aturan <b>{1}</b> pada item <b>{2}</b>
165,apps/erpnext/erpnext/education/report/absent_student_report/absent_student_report.py,Please select date,Silakan pilih tanggal
166,DocType: Item Price,Minimum Qty ,Minimum Qty
167,DocType: Finance Book,Finance Book,Buku Keuangan
168,DocType: Patient Encounter,HLC-ENC-.YYYY.-,HLC-ENC-.YYYY.-
169,DocType: Daily Work Summary Group,Holiday List,Daftar Hari Libur
170,apps/erpnext/erpnext/config/quality_management.py,Review and Action,Tinjauan dan Tindakan
171,apps/erpnext/erpnext/hr/doctype/employee_checkin/employee_checkin.py,This employee already has a log with the same timestamp.{0},Karyawan ini sudah memiliki log dengan stempel waktu yang sama. {0}
172,apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Accountant,Akuntan
173,apps/erpnext/erpnext/stock/report/item_price_stock/item_price_stock.py,Selling Price List,Daftar Harga Jual
174,DocType: Patient,Tobacco Current Use,Merokok
175,apps/erpnext/erpnext/selling/report/customer_wise_item_price/customer_wise_item_price.py,Selling Rate,Tarif Penjualan
176,DocType: Cost Center,Stock User,Pengguna Persediaan
177,DocType: Soil Analysis,(Ca+Mg)/K,(Ca+Mg)/K
178,DocType: Delivery Stop,Contact Information,Informasi Kontak
179,apps/erpnext/erpnext/public/js/hub/pages/Search.vue,Search for anything ...,Cari apa saja...
180,DocType: Company,Phone No,Nomor Telpon
181,DocType: Delivery Trip,Initial Email Notification Sent,Email Notifikasi Awal Terkirim
182,DocType: Bank Statement Settings,Statement Header Mapping,Pemetaan Tajuk Laporan
183,,Sales Partners Commission,Komisi Mitra Penjualan
184,DocType: Soil Texture,Sandy Clay Loam,Sandy Clay Loam
185,DocType: Purchase Invoice,Rounding Adjustment,Penyesuaian Pembulatan
186,apps/erpnext/erpnext/setup/doctype/company/company.py,Abbreviation cannot have more than 5 characters,Singkatan tidak boleh melebihi 5 karakter
187,DocType: Amazon MWS Settings,AU,AU
188,DocType: Payment Order,Payment Request,Permintaan Pembayaran
189,apps/erpnext/erpnext/config/retail.py,To view logs of Loyalty Points assigned to a Customer.,Untuk melihat log Poin Loyalitas yang diberikan ke Pelanggan.
190,DocType: Asset,Value After Depreciation,Nilai Setelah Penyusutan
191,apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,"Did not found transfered item {0} in Work Order {1}, the item not added in Stock Entry","Tidak menemukan transferan item {0} di Perintah Kerja {1}, item tidak ditambahkan ke Entri Persediaan"
192,DocType: Student,O+,O+
193,apps/erpnext/erpnext/stock/doctype/material_request/material_request_dashboard.py,Related,Terkait
194,apps/erpnext/erpnext/hr/doctype/attendance/attendance.py,Attendance date can not be less than employee's joining date,Tanggal hadir tidak bisa sebelum tanggal masuk kerja karyawan
195,DocType: Grading Scale,Grading Scale Name,Nama Skala Penilaian
196,DocType: Employee Training,Training Date,Tanggal Pelatihan
197,apps/erpnext/erpnext/public/js/hub/marketplace.js,Add Users to Marketplace,Tambahkan Pengguna ke Marketplace
198,apps/erpnext/erpnext/accounts/doctype/account/account.js,This is a root account and cannot be edited.,Ini adalah akun dasar dan tidak bisa diedit.
199,DocType: POS Profile,Company Address,Alamat Perusahaan
200,DocType: BOM,Operations,Operasi
201,apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py,Cannot set authorization on basis of Discount for {0},Tidak bisa mengatur otorisasi atas dasar Diskon untuk {0}
202,apps/erpnext/erpnext/regional/india/utils.py,e-Way Bill JSON cannot be generated for Sales Return as of now,e-Way Bill JSON tidak bisa dihasilkan untuk Pengembalian Penjualan seperti sekarang
203,DocType: Subscription,Subscription Start Date,Tanggal Mulai Berlangganan
204,DocType: Healthcare Settings,Default receivable accounts to be used if not set in Patient to book Appointment charges.,Akun piutang standar yang akan digunakan jika tidak ditetapkan pada Pasien untuk memesan biaya Penunjukan.
205,DocType: Rename Tool,"Attach .csv file with two columns, one for the old name and one for the new name","Lampirkan file .csv dengan dua kolom, satu untuk nama lama dan satu untuk nama baru"
206,apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py,From Address 2,Dari Alamat 2
207,apps/erpnext/erpnext/hr/doctype/employee_tax_exemption_proof_submission/employee_tax_exemption_proof_submission.js,Get Details From Declaration,Ambil Rincian Dari Deklarasi
208,apps/erpnext/erpnext/accounts/utils.py,{0} {1} not in any active Fiscal Year.,{0} {1} tidak dalam Tahun Anggaran aktif.
209,DocType: Packed Item,Parent Detail docname,Docname Rincian Induk
210,apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py,"Reference: {0}, Item Code: {1} and Customer: {2}","Referensi: {0}, Kode Item: {1} dan Pelanggan: {2}"
211,apps/erpnext/erpnext/accounts/report/consolidated_financial_statement/consolidated_financial_statement.py,{0} {1} is not present in the parent company,{0} {1} tidak ada di perusahaan induk
212,apps/erpnext/erpnext/accounts/doctype/subscription/subscription.py,Trial Period End Date Cannot be before Trial Period Start Date,Tanggal Akhir Masa Percobaan tidak boleh sebelum Tanggal Mulai Masa Percobaan
213,apps/erpnext/erpnext/utilities/user_progress.py,Kg,Kg
214,DocType: Tax Withholding Category,Tax Withholding Category,Kategori Pemotongan Pajak
215,apps/erpnext/erpnext/assets/doctype/asset_value_adjustment/asset_value_adjustment.py,Cancel the journal entry {0} first,Batalkan entri jurnal {0} terlebih dahulu
216,DocType: Purchase Invoice,ACC-PINV-.YYYY.-,ACC-PINV-.YYYY.-
217,apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.py,BOM is not specified for subcontracting item {0} at row {1},BOM belum ditentukan untuk subkontrak item {0} pada baris {1}
218,DocType: Vital Signs,Reflexes,Refleks
219,apps/erpnext/erpnext/education/doctype/assessment_result_tool/assessment_result_tool.js,{0} Result submittted,{0} Hasil terkirim
220,DocType: Item Attribute,Increment,Pertambahan
221,apps/erpnext/erpnext/templates/pages/search_help.py,Help Results for,Hasil Bantuan untuk
222,apps/erpnext/erpnext/public/js/stock_analytics.js,Select Warehouse...,Pilih Gudang...
223,apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Advertising,Periklanan
224,apps/erpnext/erpnext/hr/doctype/expense_claim_type/expense_claim_type.py,Same Company is entered more than once,Perusahaan yang sama dimasukkan lebih dari sekali
225,DocType: Patient,Married,Menikah
226,apps/erpnext/erpnext/accounts/party.py,Not permitted for {0},Tidak diizinkan untuk {0}
227,apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Get items from,Ambil item dari
228,DocType: Stock Entry,Send to Subcontractor,Kirim ke Subkontraktor
229,DocType: Purchase Invoice,Apply Tax Withholding Amount,Terapkan Jumlah Pemotongan Pajak
230,apps/erpnext/erpnext/manufacturing/doctype/job_card/job_card.py,Total completed qty can not be greater than for quantity,Total kuantitas selesai tidak bisa lebih besar dari kuantitas
231,apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Stock cannot be updated against Delivery Note {0},Persediaan tidak bisa diperbarui terhadap Nota Pengiriman {0}
232,apps/erpnext/erpnext/accounts/report/tds_computation_summary/tds_computation_summary.py,Total Amount Credited,Jumlah Total Dikreditkan
233,apps/erpnext/erpnext/templates/generators/item_group.html,No items listed,Tidak ada item terdaftar
234,DocType: Asset Repair,Error Description,Deskripsi Kesalahan
235,DocType: Payment Reconciliation,Reconcile,Rekonsiliasi
236,apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Grocery,Toko Kelontong
237,DocType: Quality Inspection Reading,Reading 1,Pembacaan 1
238,apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Pension Funds,Dana Pensiun
239,DocType: Exchange Rate Revaluation Account,Gain/Loss,Laba/Rugi
240,DocType: Crop,Perennial,Abadi
241,DocType: Program,Is Published,Diterbitkan
242,apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.js,Show Delivery Notes,Tampilkan Nota Pengiriman
243,apps/erpnext/erpnext/controllers/status_updater.py,"To allow over billing, update ""Over Billing Allowance"" in Accounts Settings or the Item.","Untuk memungkinkan tagihan berlebih, perbarui 'Kelebihan Penagihan' di Pengaturan Akun atau Item."
244,DocType: Patient Appointment,Procedure,Prosedur
245,DocType: Accounts Settings,Use Custom Cash Flow Format,Gunakan Format Arus Kas Khusus
246,DocType: SMS Center,All Sales Person,Semua Penjual
247,DocType: Monthly Distribution,**Monthly Distribution** helps you distribute the Budget/Target across months if you have seasonality in your business.,**Distribusi Bulanan** membantu anda mendistribusikan Anggaran/Target di antara bulan-bulan jika bisnis anda musiman.
248,apps/erpnext/erpnext/accounts/page/pos/pos.js,Not items found,Tidak ada item ditemukan
249,apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Salary Structure Missing,Struktur Gaji Tidak Ada
250,DocType: Lead,Person Name,Nama Orang
251,,Supplier Ledger Summary,Ringkasan Buku Besar Pemasok
252,DocType: Sales Invoice Item,Sales Invoice Item,Item Faktur Penjualan
253,DocType: Quality Procedure Table,Quality Procedure Table,Tabel Prosedur Kualitas
254,DocType: Account,Credit,Kredit
255,DocType: POS Profile,Write Off Cost Center,Pusat Biaya Penghapusan
256,apps/erpnext/erpnext/public/js/setup_wizard.js,"e.g. ""Primary School"" or ""University""","mis. ""Sekolah Dasar"" atau ""Universitas"""
257,apps/erpnext/erpnext/config/stock.py,Stock Reports,Laporan Persediaan
258,DocType: Warehouse,Warehouse Detail,Rincian Gudang
259,apps/erpnext/erpnext/hr/doctype/vehicle/vehicle.py,Last carbon check date cannot be a future date,Tanggal pemeriksaan karbon terakhir tidak bisa tanggal di masa depan
260,apps/erpnext/erpnext/education/doctype/academic_term/academic_term.py,The Term End Date cannot be later than the Year End Date of the Academic Year to which the term is linked (Academic Year {}). Please correct the dates and try again.,Tanggal Akhir Periode tidak bisa setelah Tanggal Akhir Tahun Akademik terkait (Tahun Akademik {}). Perbaiki tanggal dan coba lagi.
261,apps/erpnext/erpnext/stock/doctype/item/item.py,"""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item","""Aset Tetap"" tidak bisa tidak dicentang, karena ada data Asset terhadap barang"
262,DocType: Delivery Trip,Departure Time,Waktu Keberangkatan
263,DocType: Vehicle Service,Brake Oil,Minyak Rem
264,DocType: Tax Rule,Tax Type,Jenis Pajak
265,,Completed Work Orders,Perintah Kerja Selesai
266,DocType: Support Settings,Forum Posts,Posting Forum
267,apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py,"The task has been enqueued as a background job. In case there is any issue on processing in background, the system will add a comment about the error on this Stock Reconciliation and revert to the Draft stage","Tugas dijalankan di latar belakang. Jika ada masalah pada pemrosesan di latar belakang, sistem akan menambahkan komentar tentang kesalahan Rekonsiliasi Persediaan ini dan kembali ke tahap Konsep"
268,apps/erpnext/erpnext/accounts/doctype/pricing_rule/utils.py,"Sorry,coupon code validity has not started","Maaf, masa berlaku kode kupon belum mulai"
269,apps/erpnext/erpnext/regional/india/utils.py,Taxable Amount,Jumlah Kena Pajak
270,apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py,You are not authorized to add or update entries before {0},Anda tidak diizinkan menambah atau memperbarui entri sebelum {0}
271,DocType: Leave Policy,Leave Policy Details,Rincian Kebijakan Cuti
272,DocType: BOM,Item Image (if not slideshow),Gambar Barang (jika bukan slideshow)
273,apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Row #{0}: Operation {1} is not completed for {2} qty of finished goods in Work Order {3}. Please update operation status via Job Card {4}.,Baris #{0}: Operasi {1} belum selesai untuk {2} barang jadi dalam Perintah Kerja {3}. Harap perbarui status operasi melalui Kartu Pekerjaan {4}.
274,DocType: Work Order Operation,(Hour Rate / 60) * Actual Operation Time,(Tarif per Jam / 60) * Masa Operasional Aktual
275,apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,Row #{0}: Reference Document Type must be one of Expense Claim or Journal Entry,Baris #{0}: Jenis Dokumen Referensi harus salah satu dari Klaim Biaya atau Entri Jurnal
