43,apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,Maaf! Tidak menemukan yang anda cari.
44,DocType: Data Migration Run,Logs,Log
45,apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,Terjadi kesalahan saat menyimpan filter
46,DocType: Custom DocPerm,This role update User Permissions for a user,Peran ini memperbarui Hak Akses untuk seorang pengguna
47,apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},Ubah nama {0}
48,DocType: Workflow State,zoom-out,zoom-out
49,DocType: Data Import Beta,Import Options,Pilihan Impor
50,apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,Tidak dapat membuka {0} ketika ada dokumen yang terbuka
51,apps/frappe/frappe/model/document.py,Table {0} cannot be empty,Tabel {0} tidak boleh kosong
52,DocType: SMS Parameter,Parameter,Parameter
53,apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,Gambar
54,DocType: Activity Log,Reference Owner,Pemilik Referensi
55,DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,"Unit terkecil pecahan beredar (koin). Misalnya 1 sen dan harus dimasukkan sebagai 0,01"
56,DocType: Social Login Key,GitHub,GitHub
57,apps/frappe/frappe/model/base_document.py,"{0}, Row {1}","{0}, Baris {1}"
58,DocType: DocField,Markdown Editor,Markdown Editor
59,apps/frappe/frappe/model/document.py,Beginning with,Dimulai dengan
60,apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,Template Impor Data
61,apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,Terjadi kesalahan saat mengatur Default Sesi
62,apps/frappe/frappe/public/js/frappe/model/model.js,Parent,Induk
63,apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},Kami telah menerima permintaan anda untuk mengunduh data {0} anda yang terkait dengan: {1}
64,DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Jika dicentang, kekuatan Password akan diberlakukan berdasarkan nilai Skor Minimum Password. Nilai 2 adalah medium dan 4 sangat kuat."
65,DocType: About Us Settings,"""Team Members"" or ""Management""","""Anggota Tim"" atau ""Manajemen"""
66,apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',Standar nilai field jenis 'Check' harus '0' or '1'
67,apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,Kemarin
68,DocType: Contact,Designation,Penunjukan
69,apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,Tautan Otomatis hanya dapat diaktifkan untuk satu Akun Email.
70,DocType: Test Runner,Test Runner,Test Runner
71,DocType: Auto Repeat,Monthly,Bulanan
72,DocType: Address,Uttarakhand,Uttarakhand
73,DocType: Email Account,Enable Incoming,Aktifkan Email Masuk
74,apps/frappe/frappe/core/doctype/version/version_view.html,Danger,Bahaya
75,DocType: Address,Email Address,Alamat Email
76,DocType: Workflow State,th-large,th-large
77,DocType: Communication,Unread Notification Sent,Notifikasi Belum Terbaca Dikirim
78,apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,Ekspor tidak diperbolehkan. Anda perlu peran {0} untuk ekspor.
79,DocType: Assignment Rule,Automatically Assign Documents to Users,Otomatis Tetapkan Dokumen untuk Pengguna
80,apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,Unpin
81,DocType: System Settings,In seconds,Dalam detik
82,apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,Batalkan dokumen {0}?
83,DocType: DocType,Is Published Field,Adalah Field Diterbitkan
84,DocType: GCalendar Settings,GCalendar Settings,Pengaturan GCalendar
85,DocType: Email Group,Email Group,Kelompok Email
86,apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Kalender Google - Tidak bisa menghapus Event {0} dari Kalender Google, kode kesalahan {1}."
87,DocType: Event,Pulled from Google Calendar,Diambil dari Kalender Google
88,DocType: Note,Seen By,Dilihat Oleh
89,apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Tambahkan Beberapa
90,apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,Anda memperoleh beberapa poin energi
91,apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,Gambar Pengguna ada kesalahan.
92,DocType: Energy Point Log,Reverted,Dikembalikan
93,DocType: Success Action,First Success Message,Pesan Sukses Pertama
94,apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,Tidak Seperti
95,apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},Nilai yang tidak benar: {0} harus {1} {2}
96,apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","Ubah properti field (hide, readonly, permission, dll)"
97,apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,Menghargai
98,DocType: Workflow State,lock,lock
99,apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,Pengaturan untuk halaman Hubungi Kami
100,apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Administrator Logged In
101,DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Pilihan kontak, seperti ""Pertanyaan Penjualan, Pertanyaan Bantuan"" dll, masing-masing pada baris baru atau dipisahkan dengan koma."
102,apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,Tambahkan tag...
103,apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,Portrait
104,apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Sisipkan
105,apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Izinkan Akses Google Drive
106,apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},Pilih {0}
107,apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,Harap masukkan URL Base
108,DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","Jika diaktifkan, dokumen ditandai sudah dilihat, saat pertama dibuka pengguna"
109,DocType: Auto Repeat,Repeat on Day,Ulangi pada Hari
110,DocType: DocField,Color,Color
111,DocType: Data Migration Run,Log,Log
112,DocType: Workflow State,indent-right,indent-right
113,DocType: Has Role,Has Role,Memiliki Peran
114,DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,Waktu dalam detik untuk mempertahankan gambar QR code di server. Min: <strong>240</strong>
115,apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}:Fieldtype {1} untuk {2} tidak dapat diindeks
116,DocType: Dashboard Chart,Timespan,Rentang Waktu
117,apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Tautan Web
118,DocType: Deleted Document,Restored,Dipulihkan
119,apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1 menit yang lalu
120,apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Selain Pengelola Sistem, peran dengan hak Atur Hak Pengguna dapat mengatur akses bagi pengguna lain untuk Jenis Dokumen terkait."
121,apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,Konfigurasikan Tema
122,DocType: Company History,Company History,Sejarah Perusahaan
123,apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,Reset
124,DocType: Workflow State,volume-up,volume-up
125,apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,Webhooks memanggil permintaan API ke web apps
126,apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,Perlihatkan Traceback
127,DocType: DocType,Default Print Format,Format Cetak Standar
128,DocType: Workflow State,Tags,Tag
129,apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,Kosong: Akhir Alur Kerja
130,apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","{0} field cannot be set as unique in {1}, as there are non-unique existing values"
131,apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,Jenis Dokumen
132,DocType: Address,Jammu and Kashmir,Jammu dan Kashmir
133,DocType: Workflow,Workflow State Field,Field Status Alur Kerja
134,DocType: Language,Guest,Tamu
135,DocType: DocType,Title Field,Field Judul
136,DocType: Error Log,Error Log,Log Error
137,apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,URL tidak valid
138,apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,7 hari terakhir
139,apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",Pengulangan seperti 'abcabcabc'; hanya sedikit lebih sulit ditebak daripada 'abc'
140,DocType: Notification,Channel,Melalui
141,apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","Jika anda pikir hal ini tidak sah, silakan ubah password Administrator."
142,DocType: Data Import Beta,Data Import Beta,Impor Data Beta
143,apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} wajib diisi
144,DocType: Assignment Rule,Assignment Rules,Aturan Penugasan
145,DocType: Workflow State,eject,eject
146,apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,Field {0} tidak ditemukan
147,DocType: Chat Room,Owner,Pemilik
148,DocType: Assignment Rule,Rule,Aturan
149,DocType: Communication,Visit,Kunjungan
150,DocType: LDAP Settings,LDAP Search String,String Pencarian LDAP
151,DocType: Translation,Translation,Terjemahan
152,apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,Tn.
153,DocType: OAuth Authorization Code,Client,Client
154,apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,Pilih Kolom
155,apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,Halaman ini telah berubah sejak ditampilkan
156,DocType: Address,Himachal Pradesh,Himachal Pradesh
157,DocType: System Settings,"If not set, the currency precision will depend on number format","Jika tidak dicentang, presisi valuta akan tergantung pada format angka"
158,apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,Buka Awesomebar
159,apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.","Tampaknya ada masalah dengan konfigurasi strip server. Jika terjadi kegagalan, jumlah itu akan dikembalikan ke akun anda."
160,DocType: Data Import,Import Log,Log Impor
161,DocType: User Permission,Apply To All Document Types,Berlaku untuk semua Jenis Dokumen
162,apps/frappe/frappe/config/website.py,Embed image slideshows in website pages.,Sertakan slideshow gambar di halaman web.
163,apps/frappe/frappe/email/doctype/newsletter/newsletter.js,Send,Kirim
164,DocType: Workflow Action Master,Workflow Action Name,Nama Tindakan Alur Kerja
165,apps/frappe/frappe/core/doctype/doctype/doctype.py,DocType can not be merged,DocType tidak dapat digabungkan
166,DocType: Web Form Field,Fieldtype,Fieldtype
167,apps/frappe/frappe/core/doctype/file/file.py,Not a zip file,Bukan file zip
168,DocType: Global Search DocType,Global Search DocType,DocType Pencarian Global
169,DocType: Auto Repeat,"To add dynamic subject, use jinja tags like

<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Untuk menambahkan perihal dinamis, gunakan tag jinja seperti 

<div><pre> <code>{{ doc.DocType }} baru #{{ doc.name }}</code> </pre> </div>"
170,apps/frappe/frappe/public/js/frappe/form/save.js,"Mandatory fields required in table {0}, Row {1}","Field wajib harus diisi dalam tabel {0}, Baris {1}"
171,apps/frappe/frappe/utils/password_strength.py,Capitalization doesn't help very much.,Kapitalisasi tidak terlalu berguna.
172,DocType: Error Snapshot,Friendly Title,Judul Sederhana
173,DocType: Newsletter,Email Sent?,Email Terkirim?
174,apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Toggle Chart,Ganti Chart
175,apps/frappe/frappe/desk/form/save.py,Did not cancel,Tidak membatalkan
176,DocType: Social Login Key,Client Information,Informasi Client
177,DocType: Workflow State,plus,plus
178,apps/frappe/frappe/integrations/oauth2.py,Logged in as Guest or Administrator,Login sebagai Guest atau Administrator
179,DocType: Email Account,UNSEEN,BELUM DIBACA
180,apps/frappe/frappe/public/js/frappe/views/file/file_view.js,File Manager,File Manager
181,DocType: Website Settings,"HTML Header, Robots and Redirects","Header HTML, Robot, dan Redirect"
182,DocType: GCalendar Account,Refresh Token,Segarkan Token
183,DocType: Address,Goa,Goa
184,apps/frappe/frappe/core/page/background_jobs/background_jobs.html,No pending or current jobs for this site,No pending or current jobs for this site
185,DocType: Webhook,Doc Event,Doc Event
186,apps/frappe/frappe/public/js/frappe/utils/user.js,You,Anda
187,DocType: Braintree Settings,Braintree Settings,Pengaturan Braintree
188,apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Created {0} records successfully.,Berhasil membuat {0} data.
189,apps/frappe/frappe/public/js/frappe/list/list_filter.js,Save Filter,Simpan Filter
190,DocType: Print Format,Helvetica,Helvetica
191,apps/frappe/frappe/public/js/frappe/list/bulk_operations.js,Cannot delete {0},Tidak dapat menghapus {0}
192,apps/frappe/frappe/templates/emails/delete_data_confirmation.html,Verification Link,Tautan Verifikasi
193,apps/frappe/frappe/public/js/frappe/ui/filters/filter.js,Not Ancestors Of,Bukan Induk Dari
194,DocType: Address,Jharkhand,Jharkhand
195,apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Newsletter has already been sent,Buletin sudah terkirim
196,apps/frappe/frappe/twofactor.py,"Login session expired, refresh page to retry","Sesi login kadaluarsa, muat ulang halaman untuk mencoba lagi"
197,DocType: Communication,BCC,BCC
198,DocType: Unhandled Email,Reason,Alasan
199,DocType: Email Unsubscribe,Email Unsubscribe,Berhenti Berlangganan Email
200,DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Pilih gambar selebar kira-kira 150px dengan latar belakang transparan untuk hasil terbaik.
201,apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,No activity,Tidak ada kegiatan
202,apps/frappe/frappe/www/third_party_apps.html,Third Party Apps,Aplikasi Pihak Ketiga
203,apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js,The first user will become the System Manager (you can change this later).,Pengguna pertama akan menjadi Pengelola Sistem (Anda dapat mengubahnya nanti).
204,apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You cannot give review points to yourself,Anda tidak dapat memberikan poin ulasan untuk diri sendiri
205,apps/frappe/frappe/integrations/doctype/webhook/webhook.py,DocType must be Submittable for the selected Doc Event,DocType harus Submittable untuk Doc Event yang dipilih
206,DocType: Workflow State,circle-arrow-up,circle-arrow-up
207,DocType: Email Domain,Email Domain,Domain Email
208,DocType: Workflow State,italic,italic
209,DocType: LDAP Group Mapping,ERPNext Role,Peran di Sistem ini
210,apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}: Cannot set Import without Create,{0}: Tidak dapat Impor tanpa Create
211,DocType: SMS Settings,Enter url parameter for message,Masukkan parameter url untuk pesan
212,apps/frappe/frappe/public/js/frappe/utils/common.js,Auto Repeat created for this document,Ulang Otomatis dibuat untuk dokumen ini
213,apps/frappe/frappe/templates/emails/auto_email_report.html,View report in your browser,Lihat laporan di browser anda
214,apps/frappe/frappe/config/desk.py,Event and other calendars.,Acara dan kalender lainnya.
215,apps/frappe/frappe/public/js/frappe/data_import/data_exporter.js,{0} (1 row mandatory),{0} (1 baris wajib)
216,apps/frappe/frappe/templates/includes/comments/comments.html,All fields are necessary to submit the comment.,Semua isian harus diisi untuk mengirimkan komentar.
217,DocType: Custom Script,Adds a client custom script to a DocType,Menambahkan skrip kustom client ke DocType
218,DocType: Print Settings,Printer Name,Nama Printer
219,DocType: Webhook,Form URL-Encoded,Form URL-Encoded
220,apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,Widths can be set in px or %.,Lebar dapat diatur dalam px atau %.
221,apps/frappe/frappe/public/js/frappe/form/print.js,Start,Mulai
222,DocType: Contact,First Name,Nama Depan
223,DocType: LDAP Settings,LDAP Username Field,Field Pengguna LDAP
224,apps/frappe/frappe/integrations/doctype/ldap_settings/ldap_settings.py,LDAP is not enabled.,LDAP tidak diaktifkan.
225,DocType: Portal Settings,Standard Sidebar Menu,Menu Sidebar Standar
226,apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,Auto Repeat Document Creation Failure,Gagal Membuat Dokumen Ulang Otomatis
227,apps/frappe/frappe/core/doctype/file/file.py,Cannot delete Home and Attachments folders,Tidak dapat menghapus folder Home dan Lampiran
228,apps/frappe/frappe/config/desk.py,Files,File
229,apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Permissions get applied on Users based on what Roles they are assigned.,Akses dapat diberikan kepada Pengguna sesuai Peran masing-masing.
230,apps/frappe/frappe/public/js/frappe/views/communication.js,You are not allowed to send emails related to this document,Anda tidak diizinkan mengirim email terkait dokumen ini
231,apps/frappe/frappe/model/db_query.py,Please select atleast 1 column from {0} to sort/group,Silakan pilih setidaknya 1 kolom dari {0} untuk mengurutkan/mengelompokkan
232,apps/frappe/frappe/permissions.py,Not allowed for {0}: {1}. Restricted field: {2},Tidak diperbolehkan untuk {0}: {1}. Field terbatas: {2}
233,DocType: PayPal Settings,Check this if you are testing your payment using the Sandbox API,Centang jika anda menguji pembayaran menggunakan API Sandbox
234,apps/frappe/frappe/website/doctype/website_theme/website_theme.py,You are not allowed to delete a standard Website Theme,Anda tidak diizinkan menghapus Tema Website standar
235,DocType: Data Import,Log Details,Rincian Log
236,DocType: Workflow Transition,Example,Contoh
237,DocType: Webhook Header,Webhook Header,Webhook Header
238,DocType: Access Log,Report Information,Informasi Laporan
239,DocType: Print Settings,Print Server,Server Cetak
240,DocType: Workflow State,gift,gift
241,DocType: Communication,Timeline Links,Tautan Linimasa
242,DocType: Workflow Action,Completed By,Diselesaikan Oleh
243,apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Unable to find attachment {0},Tidak menemukan lampiran {0}
244,apps/frappe/frappe/core/page/permission_manager/permission_manager.py,Cannot Remove,Tidak bisa Hapus
245,apps/frappe/frappe/public/js/frappe/request.js,The resource you are looking for is not available,The resource you are looking for is not available
246,DocType: Chat Profile,Chat Background,Latar Belakang Chat
247,apps/frappe/frappe/core/doctype/communication/communication_list.js,Mark as Read,Tandai Sudah Dibaca
248,apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Updating {0},Memperbarui {0}
249,apps/frappe/frappe/core/doctype/report/report.js,Disable Report,Nonaktifkan Laporan
250,DocType: Translation,Contributed Translation Doctype Name,Nama Kontribusi Dokumen Terjemahan
251,DocType: PayPal Settings,Redirect To,Alihkan Ke
252,DocType: Data Migration Mapping,Pull,Pull
253,DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript Format: frappe.query_reports['REPORTNAME'] = {}
254,DocType: Bulk Update,Bulk Update,Perbarui Massal
255,DocType: Workflow State,chevron-up,chevron-up
256,DocType: DocType,Allow Guest to View,Izinkan Guest melihat
257,apps/frappe/frappe/automation/doctype/auto_repeat/auto_repeat.py,{0} should not be same as {1},{0} tidak boleh sama dengan {1}
258,DocType: Webhook,on_change,on_change
259,apps/frappe/frappe/public/js/frappe/list/list_view.js,Delete {0} items permanently?,Hapus Item {0} secara permanen?
260,apps/frappe/frappe/utils/oauth.py,Not Allowed,Tidak Diizinkan
261,DocType: DocShare,Internal record of document shares,Data internal pembagian dokumen
262,DocType: Energy Point Settings,Review Levels,Tingkatan Ulasan
263,DocType: Workflow State,Comment,Komentar
264,DocType: Data Migration Plan,Postprocess Method,Metode Pascaproses
265,apps/frappe/frappe/public/js/frappe/ui/capture.js,Take Photo,Memotret
266,DocType: Assignment Rule,Round Robin,Berurutan
267,apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"You can change Submitted documents by cancelling them and then, amending them.","Anda dapat mengubah dokumen yang sudah Submit dengan membatalkannya lebih dahulu, kemudian mengubahnya."
268,DocType: Data Import,Update records,Perbarui data
269,apps/frappe/frappe/data_migration/doctype/data_migration_connector/data_migration_connector.py,Invalid module path,Path modul tidak valid
270,DocType: DocField,Display,Display
271,DocType: Email Group,Total Subscribers,Jumlah Pengikut
272,apps/frappe/frappe/templates/emails/energy_points_summary.html,Top {0},Top {0}
273,apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Row Number,Nomor Baris
274,apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"If a Role does not have access at Level 0, then higher levels are meaningless.","Jika Peran tidak memiliki akses Tingkat 0, maka tingkat yang lebih tinggi tidak berlaku."
275,apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Save As,Simpan Sebagai
276,DocType: Comment,Seen,Dilihat
277,apps/frappe/frappe/public/js/frappe/form/layout.js,Show more details,Tampilkan lebih rinci
278,DocType: System Settings,Run scheduled jobs only if checked,Jalankan jobs terjadwal hanya jika dicentang
279,apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Will only be shown if section headings are enabled,Akan ditampilkan hanya jika judul bagian diaktifkan
280,apps/frappe/frappe/public/js/frappe/views/kanban/kanban_column.html,Archive,Arsip
281,apps/frappe/frappe/public/js/frappe/socketio_client.js,File Upload,Unggahan File
282,DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Masukkan field nilai standar (keys) dan nilai-nilainya. Jika anda menambahkan beberapa nilai untuk suatu field, yang pertama yang akan dipakai. Standar ini juga digunakan untuk mengatur ""pencocokan"" aturan izin. Untuk melihat daftar field, lihat di ""Form Kustom""."
283,DocType: Auto Repeat,Message,Pesan
284,DocType: Communication,Rating,Rating
285,DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Lebar Cetak field, jika field adalah kolom dalam tabel"
286,DocType: Dropbox Settings,Dropbox Access Key,Dropbox Access Key
287,apps/frappe/frappe/desk/form/utils.py,Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,Fieldname <b>{0}</b> salah dalam konfigurasi add_fetch di custom script
288,apps/frappe/frappe/contacts/doctype/contact/contact.py,Select Google Contacts to which contact should be synced.,Pilih Google Kontak yang kontaknya harus disinkronkan.
289,DocType: Web Page,Main Section (HTML),Bagian Utama (HTML)
290,DocType: Workflow State,headphones,headphones
291,apps/frappe/frappe/email/doctype/email_account/email_account.py,Password is required or select Awaiting Password,Password diperlukan atau pilih Menunggu Password
292,DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,mis. balasan@namausaha.com. Semua balasan akan masuk ke inbox ini.
293,DocType: Slack Webhook URL,Slack Webhook URL,URL Webhook Slack
294,DocType: Data Migration Run,Current Mapping,Pemetaan saat ini
295,apps/frappe/frappe/templates/includes/login/login.js,Valid email and name required,Harus ada email dan nama yang berlaku
296,apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Make all attachments private,Jadikan semua lampiran pribadi
297,DocType: User,Send Notifications for documents followed by me,Kirim Notifikasi untuk dokumen yang saya ikuti
298,apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add User Permissions,Tambahkan Hak Akses Pengguna
299,DocType: Session Default Settings,Session Default Settings,Pengaturan Default Sesi
300,DocType: Address,Current,Sekarang
301,apps/frappe/frappe/config/core.py,Groups of DocTypes,Kelompok DocTypes
302,DocType: Auto Email Report,XLSX,XLSX
303,apps/frappe/frappe/templates/emails/password_reset.html,Reset your password,Reset password anda
304,apps/frappe/frappe/public/js/frappe/views/calendar/calendar.js,Show Weekends,Tampilkan Akhir Pekan
305,DocType: Workflow State,remove-circle,remove-circle
306,apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html,My Profile,Profil Saya
307,DocType: Help Article,Beginner,Pemula
308,DocType: Contact,Is Primary Contact,Adalah Kontak Utama
309,apps/frappe/frappe/config/website.py,Javascript to append to the head section of the page.,Javascript untuk ditambahkan ke bagian kepala halaman.
310,apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Add / Update,Tambah / Perbarui
311,apps/frappe/frappe/www/printview.py,Not allowed to print draft documents,Tidak diizinkan untuk mencetak draft dokumen
312,apps/frappe/frappe/core/doctype/role_permission_for_page_and_report/role_permission_for_page_and_report.js,Reset to defaults,Kembalikan ke default
